fset	c	seed	threshold	cost_per_tx	flagged_frac
4sensor	100	179	0.8800	1.430000	0.0000
4sensor	100	179	0.8900	1.440000	0.0000
4sensor	100	179	0.9000	1.440000	0.0000
4sensor	100	179	0.9100	1.440000	0.0000
4sensor	100	179	0.9200	1.440000	0.0000
4sensor	100	179	0.9300	1.440000	0.0000
4sensor	100	179	0.9400	1.440000	0.0000
4sensor	100	179	0.9500	1.440000	0.0000
4sensor	100	179	0.9600	1.440000	0.0000
4sensor	100	179	0.9700	1.440000	0.0000
4sensor	100	179	0.9800	1.440000	0.0000
4sensor	100	179	0.9900	1.440000	0.0000
4sensor	100	179	1.0000	1.440000	0.0000
4sensor	1000	179	0.0100	0.981700	0.9817
4sensor	1000	179	0.0200	0.967100	0.9671
4sensor	1000	179	0.0300	0.951900	0.9519
4sensor	1000	179	0.0400	0.936400	0.9364
4sensor	1000	179	0.0500	0.920700	0.9207
4sensor	1000	179	0.0600	0.903700	0.9037
4sensor	1000	179	0.0700	0.889000	0.8890
4sensor	1000	179	0.0800	0.874900	0.8749
4sensor	1000	179	0.0900	0.860400	0.8604
4sensor	1000	179	0.1000	0.846000	0.8460
4sensor	1000	179	0.1100	0.833200	0.8332
4sensor	1000	179	0.1200	0.817200	0.8172
4sensor	1000	179	0.1300	0.801300	0.8013
4sensor	1000	179	0.1400	0.787100	0.7871
4sensor	1000	179	0.1500	0.772700	0.7727
4sensor	1000	179	0.1600	0.758300	0.7583
4sensor	1000	179	0.1700	0.744300	0.7443
4sensor	1000	179	0.1800	0.728800	0.7288
4sensor	1000	179	0.1900	0.714800	0.7148
4sensor	1000	179	0.2000	0.699900	0.6999
4sensor	1000	179	0.2100	0.685400	0.6854
4sensor	1000	179	0.2200	0.671100	0.6711
4sensor	1000	179	0.2300	0.653800	0.6538
4sensor	1000	179	0.2400	0.638600	0.6386
4sensor	1000	179	0.2500	0.621100	0.6211
4sensor	1000	179	0.2600	0.605200	0.6052
4sensor	1000	179	0.2700	0.589600	0.5896
4sensor	1000	179	0.2800	0.573500	0.5735
4sensor	1000	179	0.2900	0.554900	0.5549
4sensor	1000	179	0.3000	0.537800	0.5378
4sensor	1000	179	0.3100	0.521600	0.5216
4sensor	1000	179	0.3200	0.502500	0.5025
4sensor	1000	179	0.3300	0.486000	0.4860
4sensor	1000	179	0.3400	0.470600	0.4706
4sensor	1000	179	0.3500	0.455300	0.4553
4sensor	1000	179	0.3600	0.436000	0.4360
4sensor	1000	179	0.3700	0.416300	0.4163
4sensor	1000	179	0.3800	0.399000	0.3990
4sensor	1000	179	0.3900	0.382400	0.3824
4sensor	1000	179	0.4000	0.365700	0.3657
4sensor	1000	179	0.4100	0.347000	0.3470
4sensor	1000	179	0.4200	0.328300	0.3283
4sensor	1000	179	0.4300	0.313900	0.3139
4sensor	1000	179	0.4400	0.395400	0.2954
4sensor	1000	179	0.4500	0.373900	0.2739
4sensor	1000	179	0.4600	0.355100	0.2551
4sensor	1000	179	0.4700	0.339400	0.2394
4sensor	1000	179	0.4800	0.421800	0.2218
4sensor	1000	179	0.4900	0.606100	0.2061
4sensor	1000	179	0.5000	0.589500	0.1895
4sensor	1000	179	0.5100	0.576600	0.1766
4sensor	1000	179	0.5200	0.760900	0.1609
4sensor	1000	179	0.5300	0.844900	0.1449
4sensor	1000	179	0.5400	1.032200	0.1322
4sensor	1000	179	0.5500	1.219600	0.1196
4sensor	1000	179	0.5600	1.507000	0.1070
4sensor	1000	179	0.5700	1.695300	0.0953
4sensor	1000	179	0.5800	2.083200	0.0832
4sensor	1000	179	0.5900	2.273800	0.0738
4sensor	1000	179	0.6000	2.864300	0.0643
4sensor	1000	179	0.6100	3.556700	0.0567
4sensor	1000	179	0.6200	3.948700	0.0487
4sensor	1000	179	0.6300	4.942100	0.0421
4sensor	1000	179	0.6400	5.035800	0.0358
4sensor	1000	179	0.6500	5.229800	0.0298
4sensor	1000	179	0.6600	6.124700	0.0247
4sensor	1000	179	0.6700	6.920300	0.0203
4sensor	1000	179	0.6800	7.717400	0.0174
4sensor	1000	179	0.6900	8.714300	0.0143
4sensor	1000	179	0.7000	9.211600	0.0116
4sensor	1000	179	0.7100	9.909900	0.0099
4sensor	1000	179	0.7200	10.608600	0.0086
4sensor	1000	179	0.7300	11.106900	0.0069
4sensor	1000	179	0.7400	11.705600	0.0056
4sensor	1000	179	0.7500	12.204300	0.0043
4sensor	1000	179	0.7600	12.503600	0.0036
4sensor	1000	179	0.7700	12.803200	0.0032
4sensor	1000	179	0.7800	12.902900	0.0029
4sensor	1000	179	0.7900	13.202100	0.0021
4sensor	1000	179	0.8000	13.501500	0.0015
4sensor	1000	179	0.8100	13.601300	0.0013
4sensor	1000	179	0.8200	13.601100	0.0011
4sensor	1000	179	0.8300	13.700900	0.0009
4sensor	1000	179	0.8400	13.900700	0.0007
4sensor	1000	179	0.8500	13.900300	0.0003
4sensor	1000	179	0.8600	13.900200	0.0002
4sensor	1000	179	0.8700	14.300000	0.0000
4sensor	1000	179	0.8800	14.300000	0.0000
4sensor	1000	179	0.8900	14.400000	0.0000
4sensor	1000	179	0.9000	14.400000	0.0000
4sensor	1000	179	0.9100	14.400000	0.0000
4sensor	1000	179	0.9200	14.400000	0.0000
4sensor	1000	179	0.9300	14.400000	0.0000
4sensor	1000	179	0.9400	14.400000	0.0000
4sensor	1000	179	0.9500	14.400000	0.0000
4sensor	1000	179	0.9600	14.400000	0.0000
4sensor	1000	179	0.9700	14.400000	0.0000
4sensor	1000	179	0.9800	14.400000	0.0000
4sensor	1000	179	0.9900	14.400000	0.0000
4sensor	1000	179	1.0000	14.400000	0.0000
4sensor	1	316	0.0100	0.980900	0.9809
4sensor	1	316	0.0200	0.969800	0.9698
4sensor	1	316	0.0300	0.955600	0.9556
4sensor	1	316	0.0400	0.940900	0.9409
4sensor	1	316	0.0500	0.925100	0.9251
4sensor	1	316	0.0600	0.908800	0.9088
4sensor	1	316	0.0700	0.890300	0.8903
4sensor	1	316	0.0800	0.873500	0.8735
4sensor	1	316	0.0900	0.856300	0.8563
4sensor	1	316	0.1000	0.838100	0.8381
4sensor	1	316	0.1100	0.823500	0.8235
4sensor	1	316	0.1200	0.809200	0.8092
4sensor	1	316	0.1300	0.794000	0.7940
4sensor	1	316	0.1400	0.780100	0.7801
4sensor	1	316	0.1500	0.765700	0.7657
4sensor	1	316	0.1600	0.752500	0.7525
4sensor	1	316	0.1700	0.736300	0.7363
4sensor	1	316	0.1800	0.720700	0.7207
4sensor	1	316	0.1900	0.705900	0.7059
4sensor	1	316	0.2000	0.691600	0.6916
4sensor	1	316	0.2100	0.676000	0.6760
4sensor	1	316	0.2200	0.660300	0.6603
4sensor	1	316	0.2300	0.645600	0.6456
4sensor	1	316	0.2400	0.629600	0.6296
4sensor	1	316	0.2500	0.612000	0.6120
4sensor	1	316	0.2600	0.595900	0.5959
4sensor	1	316	0.2700	0.580700	0.5807
4sensor	1	316	0.2800	0.562600	0.5626
4sensor	1	316	0.2900	0.545900	0.5459
4sensor	1	316	0.3000	0.529700	0.5297
4sensor	1	316	0.3100	0.512300	0.5123
4sensor	1	316	0.3200	0.496800	0.4968
4sensor	1	316	0.3300	0.480300	0.4803
4sensor	1	316	0.3400	0.460700	0.4607
4sensor	1	316	0.3500	0.444800	0.4448
4sensor	1	316	0.3600	0.428400	0.4284
4sensor	1	316	0.3700	0.413500	0.4135
4sensor	1	316	0.3800	0.396700	0.3967
4sensor	1	316	0.3900	0.382200	0.3822
4sensor	1	316	0.4000	0.365000	0.3650
4sensor	1	316	0.4100	0.347700	0.3476
4sensor	1	316	0.4200	0.329300	0.3292
4sensor	1	316	0.4300	0.313900	0.3138
4sensor	1	316	0.4400	0.300000	0.2999
4sensor	1	316	0.4500	0.282000	0.2819
4sensor	1	316	0.4600	0.267300	0.2672
4sensor	1	316	0.4700	0.249400	0.2493
4sensor	1	316	0.4800	0.232900	0.2328
4sensor	1	316	0.4900	0.217300	0.2172
4sensor	1	316	0.5000	0.202600	0.2022
4sensor	1	316	0.5100	0.189000	0.1883
4sensor	1	316	0.5200	0.173500	0.1728
4sensor	1	316	0.5300	0.158200	0.1575
4sensor	1	316	0.5400	0.145400	0.1446
4sensor	1	316	0.5500	0.131000	0.1300
4sensor	1	316	0.5600	0.116900	0.1156
4sensor	1	316	0.5700	0.104100	0.1025
4sensor	1	316	0.5800	0.092900	0.0910
4sensor	1	316	0.5900	0.081700	0.0795
4sensor	1	316	0.6000	0.071800	0.0693
4sensor	1	316	0.6100	0.063700	0.0604
4sensor	1	316	0.6200	0.056400	0.0525
4sensor	1	316	0.6300	0.048600	0.0443
4sensor	1	316	0.6400	0.042500	0.0375
4sensor	1	316	0.6500	0.036400	0.0310
4sensor	1	316	0.6600	0.030100	0.0244
4sensor	1	316	0.6700	0.026400	0.0200
4sensor	1	316	0.6800	0.024200	0.0167
4sensor	1	316	0.6900	0.022700	0.0145
4sensor	1	316	0.7000	0.021300	0.0122
4sensor	1	316	0.7100	0.019800	0.0103
4sensor	1	316	0.7200	0.018500	0.0084
4sensor	1	316	0.7300	0.017700	0.0068
4sensor	1	316	0.7400	0.016900	0.0056
4sensor	1	316	0.7500	0.016900	0.0047
4sensor	1	316	0.7600	0.016100	0.0037
4sensor	1	316	0.7700	0.015900	0.0031
4sensor	1	316	0.7800	0.015400	0.0023
4sensor	1	316	0.7900	0.014800	0.0015
4sensor	1	316	0.8000	0.014900	0.0014
4sensor	1	316	0.8100	0.014500	0.0010
4sensor	1	316	0.8200	0.014100	0.0006
4sensor	1	316	0.8300	0.014100	0.0005
4sensor	1	316	0.8400	0.014500	0.0005
4sensor	1	316	0.8500	0.014500	0.0004
4sensor	1	316	0.8600	0.014400	0.0002
4sensor	1	316	0.8700	0.014400	0.0002
4sensor	1	316	0.8800	0.014300	0.0001
4sensor	1	316	0.8900	0.014500	0.0001
4sensor	1	316	0.9000	0.014400	0.0000
4sensor	1	316	0.9100	0.014400	0.0000
4sensor	1	316	0.9200	0.014400	0.0000
4sensor	1	316	0.9300	0.014400	0.0000
4sensor	1	316	0.9400	0.014400	0.0000
4sensor	1	316	0.9500	0.014400	0.0000
4sensor	1	316	0.9600	0.014400	0.0000
4sensor	1	316	0.9700	0.014400	0.0000
4sensor	1	316	0.9800	0.014400	0.0000
4sensor	1	316	0.9900	0.014400	0.0000
4sensor	1	316	1.0000	0.014400	0.0000
4sensor	10	316	0.0100	0.980900	0.9809
4sensor	10	316	0.0200	0.969800	0.9698
4sensor	10	316	0.0300	0.955600	0.9556
4sensor	10	316	0.0400	0.940900	0.9409
4sensor	10	316	0.0500	0.925100	0.9251
4sensor	10	316	0.0600	0.908800	0.9088
4sensor	10	316	0.0700	0.890300	0.8903
4sensor	10	316	0.0800	0.873500	0.8735
4sensor	10	316	0.0900	0.856300	0.8563
4sensor	10	316	0.1000	0.838100	0.8381
4sensor	10	316	0.1100	0.823500	0.8235
4sensor	10	316	0.1200	0.809200	0.8092
4sensor	10	316	0.1300	0.794000	0.7940
4sensor	10	316	0.1400	0.780100	0.7801
4sensor	10	316	0.1500	0.765700	0.7657
4sensor	10	316	0.1600	0.752500	0.7525
4sensor	10	316	0.1700	0.736300	0.7363
4sensor	10	316	0.1800	0.720700	0.7207
4sensor	10	316	0.1900	0.705900	0.7059
4sensor	10	316	0.2000	0.691600	0.6916
4sensor	10	316	0.2100	0.676000	0.6760
4sensor	10	316	0.2200	0.660300	0.6603
4sensor	10	316	0.2300	0.645600	0.6456
4sensor	10	316	0.2400	0.629600	0.6296
4sensor	10	316	0.2500	0.612000	0.6120
4sensor	10	316	0.2600	0.595900	0.5959
4sensor	10	316	0.2700	0.580700	0.5807
4sensor	10	316	0.2800	0.562600	0.5626
4sensor	10	316	0.2900	0.545900	0.5459
4sensor	10	316	0.3000	0.529700	0.5297
4sensor	10	316	0.3100	0.512300	0.5123
4sensor	10	316	0.3200	0.496800	0.4968
4sensor	10	316	0.3300	0.480300	0.4803
4sensor	10	316	0.3400	0.460700	0.4607
4sensor	10	316	0.3500	0.444800	0.4448
4sensor	10	316	0.3600	0.428400	0.4284
4sensor	10	316	0.3700	0.413500	0.4135
4sensor	10	316	0.3800	0.396700	0.3967
4sensor	10	316	0.3900	0.382200	0.3822
4sensor	10	316	0.4000	0.365000	0.3650
4sensor	10	316	0.4100	0.348600	0.3476
4sensor	10	316	0.4200	0.330200	0.3292
4sensor	10	316	0.4300	0.314800	0.3138
4sensor	10	316	0.4400	0.300900	0.2999
4sensor	10	316	0.4500	0.282900	0.2819
4sensor	10	316	0.4600	0.268200	0.2672
4sensor	10	316	0.4700	0.250300	0.2493
4sensor	10	316	0.4800	0.233800	0.2328
4sensor	10	316	0.4900	0.218200	0.2172
4sensor	10	316	0.5000	0.206200	0.2022
4sensor	10	316	0.5100	0.195300	0.1883
4sensor	10	316	0.5200	0.179800	0.1728
4sensor	10	316	0.5300	0.164500	0.1575
4sensor	10	316	0.5400	0.152600	0.1446
4sensor	10	316	0.5500	0.140000	0.1300
4sensor	10	316	0.5600	0.128600	0.1156
4sensor	10	316	0.5700	0.118500	0.1025
4sensor	10	316	0.5800	0.110000	0.0910
4sensor	10	316	0.5900	0.101500	0.0795
4sensor	10	316	0.6000	0.094300	0.0693
4sensor	10	316	0.6100	0.093400	0.0604
4sensor	10	316	0.6200	0.091500	0.0525
4sensor	10	316	0.6300	0.087300	0.0443
4sensor	10	316	0.6400	0.087500	0.0375
4sensor	10	316	0.6500	0.085000	0.0310
4sensor	10	316	0.6600	0.081400	0.0244
4sensor	10	316	0.6700	0.084000	0.0200
4sensor	10	316	0.6800	0.091700	0.0167
4sensor	10	316	0.6900	0.096500	0.0145
4sensor	10	316	0.7000	0.103200	0.0122
4sensor	10	316	0.7100	0.105300	0.0103
4sensor	10	316	0.7200	0.109400	0.0084
4sensor	10	316	0.7300	0.115800	0.0068
4sensor	10	316	0.7400	0.118600	0.0056
4sensor	10	316	0.7500	0.126700	0.0047
4sensor	10	316	0.7600	0.127700	0.0037
4sensor	10	316	0.7700	0.131100	0.0031
4sensor	10	316	0.7800	0.133300	0.0023
4sensor	10	316	0.7900	0.134500	0.0015
4sensor	10	316	0.8000	0.136400	0.0014
4sensor	10	316	0.8100	0.136000	0.0010
4sensor	10	316	0.8200	0.135600	0.0006
4sensor	10	316	0.8300	0.136500	0.0005
4sensor	10	316	0.8400	0.140500	0.0005
4sensor	10	316	0.8500	0.141400	0.0004
4sensor	10	316	0.8600	0.142200	0.0002
4sensor	10	316	0.8700	0.142200	0.0002
4sensor	10	316	0.8800	0.142100	0.0001
4sensor	10	316	0.8900	0.144100	0.0001
4sensor	10	316	0.9000	0.144000	0.0000
4sensor	10	316	0.9100	0.144000	0.0000
4sensor	10	316	0.9200	0.144000	0.0000
4sensor	10	316	0.9300	0.144000	0.0000
4sensor	10	316	0.9400	0.144000	0.0000
4sensor	10	316	0.9500	0.144000	0.0000
4sensor	10	316	0.9600	0.144000	0.0000
4sensor	10	316	0.9700	0.144000	0.0000
4sensor	10	316	0.9800	0.144000	0.0000
4sensor	10	316	0.9900	0.144000	0.0000
4sensor	10	316	1.0000	0.144000	0.0000
4sensor	100	316	0.0100	0.980900	0.9809
4sensor	100	316	0.0200	0.969800	0.9698
4sensor	100	316	0.0300	0.955600	0.9556
4sensor	100	316	0.0400	0.940900	0.9409
4sensor	100	316	0.0500	0.925100	0.9251
4sensor	100	316	0.0600	0.908800	0.9088
4sensor	100	316	0.0700	0.890300	0.8903
4sensor	100	316	0.0800	0.873500	0.8735
4sensor	100	316	0.0900	0.856300	0.8563
4sensor	100	316	0.1000	0.838100	0.8381
4sensor	100	316	0.1100	0.823500	0.8235
4sensor	100	316	0.1200	0.809200	0.8092
4sensor	100	316	0.1300	0.794000	0.7940
4sensor	100	316	0.1400	0.780100	0.7801
4sensor	100	316	0.1500	0.765700	0.7657
4sensor	100	316	0.1600	0.752500	0.7525
4sensor	100	316	0.1700	0.736300	0.7363
4sensor	100	316	0.1800	0.720700	0.7207
4sensor	100	316	0.1900	0.705900	0.7059
4sensor	100	316	0.2000	0.691600	0.6916
4sensor	100	316	0.2100	0.676000	0.6760
4sensor	100	316	0.2200	0.660300	0.6603
4sensor	100	316	0.2300	0.645600	0.6456
4sensor	100	316	0.2400	0.629600	0.6296
4sensor	100	316	0.2500	0.612000	0.6120
4sensor	100	316	0.2600	0.595900	0.5959
4sensor	100	316	0.2700	0.580700	0.5807
4sensor	100	316	0.2800	0.562600	0.5626
4sensor	100	316	0.2900	0.545900	0.5459
4sensor	100	316	0.3000	0.529700	0.5297
4sensor	100	316	0.3100	0.512300	0.5123
4sensor	100	316	0.3200	0.496800	0.4968
4sensor	100	316	0.3300	0.480300	0.4803
4sensor	100	316	0.3400	0.460700	0.4607
4sensor	100	316	0.3500	0.444800	0.4448
4sensor	100	316	0.3600	0.428400	0.4284
4sensor	100	316	0.3700	0.413500	0.4135
4sensor	100	316	0.3800	0.396700	0.3967
4sensor	100	316	0.3900	0.382200	0.3822
4sensor	100	316	0.4000	0.365000	0.3650
4sensor	100	316	0.4100	0.357600	0.3476
4sensor	100	316	0.4200	0.339200	0.3292
4sensor	100	316	0.4300	0.323800	0.3138
4sensor	100	316	0.4400	0.309900	0.2999
4sensor	100	316	0.4500	0.291900	0.2819
4sensor	100	316	0.4600	0.277200	0.2672
4sensor	100	316	0.4700	0.259300	0.2493
4sensor	100	316	0.4800	0.242800	0.2328
4sensor	100	316	0.4900	0.227200	0.2172
4sensor	100	316	0.5000	0.242200	0.2022
4sensor	100	316	0.5100	0.258300	0.1883
4sensor	100	316	0.5200	0.242800	0.1728
4sensor	100	316	0.5300	0.227500	0.1575
4sensor	100	316	0.5400	0.224600	0.1446
4sensor	100	316	0.5500	0.230000	0.1300
4sensor	100	316	0.5600	0.245600	0.1156
4sensor	100	316	0.5700	0.262500	0.1025
4sensor	100	316	0.5800	0.281000	0.0910
4sensor	100	316	0.5900	0.299500	0.0795
4sensor	100	316	0.6000	0.319300	0.0693
4sensor	100	316	0.6100	0.390400	0.0604
4sensor	100	316	0.6200	0.442500	0.0525
4sensor	100	316	0.6300	0.474300	0.0443
4sensor	100	316	0.6400	0.537500	0.0375
4sensor	100	316	0.6500	0.571000	0.0310
4sensor	100	316	0.6600	0.594400	0.0244
4sensor	100	316	0.6700	0.660000	0.0200
4sensor	100	316	0.6800	0.766700	0.0167
4sensor	100	316	0.6900	0.834500	0.0145
4sensor	100	316	0.7000	0.922200	0.0122
4sensor	100	316	0.7100	0.960300	0.0103
4sensor	100	316	0.7200	1.018400	0.0084
4sensor	100	316	0.7300	1.096800	0.0068
4sensor	100	316	0.7400	1.135600	0.0056
4sensor	100	316	0.7500	1.224700	0.0047
4sensor	100	316	0.7600	1.243700	0.0037
4sensor	100	316	0.7700	1.283100	0.0031
4sensor	100	316	0.7800	1.312300	0.0023
4sensor	100	316	0.7900	1.331500	0.0015
4sensor	100	316	0.8000	1.351400	0.0014
4sensor	100	316	0.8100	1.351000	0.0010
4sensor	100	316	0.8200	1.350600	0.0006
4sensor	100	316	0.8300	1.360500	0.0005
4sensor	100	316	0.8400	1.400500	0.0005
4sensor	100	316	0.8500	1.410400	0.0004
4sensor	100	316	0.8600	1.420200	0.0002
4sensor	100	316	0.8700	1.420200	0.0002
4sensor	100	316	0.8800	1.420100	0.0001
4sensor	100	316	0.8900	1.440100	0.0001
4sensor	100	316	0.9000	1.440000	0.0000
4sensor	100	316	0.9100	1.440000	0.0000
4sensor	100	316	0.9200	1.440000	0.0000
4sensor	100	316	0.9300	1.440000	0.0000
4sensor	100	316	0.9400	1.440000	0.0000
4sensor	100	316	0.9500	1.440000	0.0000
4sensor	100	316	0.9600	1.440000	0.0000
4sensor	100	316	0.9700	1.440000	0.0000
4sensor	100	316	0.9800	1.440000	0.0000
4sensor	100	316	0.9900	1.440000	0.0000
4sensor	100	316	1.0000	1.440000	0.0000
4sensor	1000	316	0.0100	0.980900	0.9809
4sensor	1000	316	0.0200	0.969800	0.9698
4sensor	1000	316	0.0300	0.955600	0.9556
4sensor	1000	316	0.0400	0.940900	0.9409
4sensor	1000	316	0.0500	0.925100	0.9251
4sensor	1000	316	0.0600	0.908800	0.9088
4sensor	1000	316	0.0700	0.890300	0.8903
4sensor	1000	316	0.0800	0.873500	0.8735
4sensor	1000	316	0.0900	0.856300	0.8563
4sensor	1000	316	0.1000	0.838100	0.8381
4sensor	1000	316	0.1100	0.823500	0.8235
4sensor	1000	316	0.1200	0.809200	0.8092
4sensor	1000	316	0.1300	0.794000	0.7940
4sensor	1000	316	0.1400	0.780100	0.7801
4sensor	1000	316	0.1500	0.765700	0.7657
4sensor	1000	316	0.1600	0.752500	0.7525
4sensor	1000	316	0.1700	0.736300	0.7363
4sensor	1000	316	0.1800	0.720700	0.7207
4sensor	1000	316	0.1900	0.705900	0.7059
4sensor	1000	316	0.2000	0.691600	0.6916
4sensor	1000	316	0.2100	0.676000	0.6760
4sensor	1000	316	0.2200	0.660300	0.6603
4sensor	1000	316	0.2300	0.645600	0.6456
4sensor	1000	316	0.2400	0.629600	0.6296
4sensor	1000	316	0.2500	0.612000	0.6120
4sensor	1000	316	0.2600	0.595900	0.5959
4sensor	1000	316	0.2700	0.580700	0.5807
4sensor	1000	316	0.2800	0.562600	0.5626
4sensor	1000	316	0.2900	0.545900	0.5459
4sensor	1000	316	0.3000	0.529700	0.5297
4sensor	1000	316	0.3100	0.512300	0.5123
4sensor	1000	316	0.3200	0.496800	0.4968
4sensor	1000	316	0.3300	0.480300	0.4803
4sensor	1000	316	0.3400	0.460700	0.4607
4sensor	1000	316	0.3500	0.444800	0.4448
4sensor	1000	316	0.3600	0.428400	0.4284
4sensor	1000	316	0.3700	0.413500	0.4135
4sensor	1000	316	0.3800	0.396700	0.3967
4sensor	1000	316	0.3900	0.382200	0.3822
4sensor	1000	316	0.4000	0.365000	0.3650
4sensor	1000	316	0.4100	0.447600	0.3476
4sensor	1000	316	0.4200	0.429200	0.3292
4sensor	1000	316	0.4300	0.413800	0.3138
4sensor	1000	316	0.4400	0.399900	0.2999
4sensor	1000	316	0.4500	0.381900	0.2819
4sensor	1000	316	0.4600	0.367200	0.2672
4sensor	1000	316	0.4700	0.349300	0.2493
4sensor	1000	316	0.4800	0.332800	0.2328
4sensor	1000	316	0.4900	0.317200	0.2172
4sensor	1000	316	0.5000	0.602200	0.2022
4sensor	1000	316	0.5100	0.888300	0.1883
4sensor	1000	316	0.5200	0.872800	0.1728
4sensor	1000	316	0.5300	0.857500	0.1575
4sensor	1000	316	0.5400	0.944600	0.1446
4sensor	1000	316	0.5500	1.130000	0.1300
4sensor	1000	316	0.5600	1.415600	0.1156
4sensor	1000	316	0.5700	1.702500	0.1025
4sensor	1000	316	0.5800	1.991000	0.0910
4sensor	1000	316	0.5900	2.279500	0.0795
4sensor	1000	316	0.6000	2.569300	0.0693
4sensor	1000	316	0.6100	3.360400	0.0604
4sensor	1000	316	0.6200	3.952500	0.0525
4sensor	1000	316	0.6300	4.344300	0.0443
4sensor	1000	316	0.6400	5.037500	0.0375
4sensor	1000	316	0.6500	5.431000	0.0310
4sensor	1000	316	0.6600	5.724400	0.0244
4sensor	1000	316	0.6700	6.420000	0.0200
4sensor	1000	316	0.6800	7.516700	0.0167
4sensor	1000	316	0.6900	8.214500	0.0145
4sensor	1000	316	0.7000	9.112200	0.0122
4sensor	1000	316	0.7100	9.510300	0.0103
4sensor	1000	316	0.7200	10.108400	0.0084
4sensor	1000	316	0.7300	10.906800	0.0068
4sensor	1000	316	0.7400	11.305600	0.0056
4sensor	1000	316	0.7500	12.204700	0.0047
4sensor	1000	316	0.7600	12.403700	0.0037
4sensor	1000	316	0.7700	12.803100	0.0031
4sensor	1000	316	0.7800	13.102300	0.0023
4sensor	1000	316	0.7900	13.301500	0.0015
4sensor	1000	316	0.8000	13.501400	0.0014
4sensor	1000	316	0.8100	13.501000	0.0010
4sensor	1000	316	0.8200	13.500600	0.0006
4sensor	1000	316	0.8300	13.600500	0.0005
4sensor	1000	316	0.8400	14.000500	0.0005
4sensor	1000	316	0.8500	14.100400	0.0004
4sensor	1000	316	0.8600	14.200200	0.0002
4sensor	1000	316	0.8700	14.200200	0.0002
4sensor	1000	316	0.8800	14.200100	0.0001
4sensor	1000	316	0.8900	14.400100	0.0001
4sensor	1000	316	0.9000	14.400000	0.0000
4sensor	1000	316	0.9100	14.400000	0.0000
4sensor	1000	316	0.9200	14.400000	0.0000
4sensor	1000	316	0.9300	14.400000	0.0000
4sensor	1000	316	0.9400	14.400000	0.0000
4sensor	1000	316	0.9500	14.400000	0.0000
4sensor	1000	316	0.9600	14.400000	0.0000
4sensor	1000	316	0.9700	14.400000	0.0000
4sensor	1000	316	0.9800	14.400000	0.0000
4sensor	1000	316	0.9900	14.400000	0.0000
4sensor	1000	316	1.0000	14.400000	0.0000
4sensor	1	453	0.0100	0.981100	0.9811
4sensor	1	453	0.0200	0.969200	0.9692
4sensor	1	453	0.0300	0.954400	0.9544
4sensor	1	453	0.0400	0.938300	0.9383
4sensor	1	453	0.0500	0.923300	0.9233
4sensor	1	453	0.0600	0.908500	0.9085
4sensor	1	453	0.0700	0.891400	0.8914
4sensor	1	453	0.0800	0.875600	0.8756
4sensor	1	453	0.0900	0.858400	0.8584
4sensor	1	453	0.1000	0.844500	0.8445
4sensor	1	453	0.1100	0.828000	0.8280
4sensor	1	453	0.1200	0.813400	0.8134
4sensor	1	453	0.1300	0.798000	0.7980
4sensor	1	453	0.1400	0.782700	0.7827
4sensor	1	453	0.1500	0.767100	0.7671
4sensor	1	453	0.1600	0.749900	0.7499
4sensor	1	453	0.1700	0.735500	0.7355
4sensor	1	453	0.1800	0.719600	0.7196
4sensor	1	453	0.1900	0.703000	0.7030
4sensor	1	453	0.2000	0.687500	0.6875
4sensor	1	453	0.2100	0.672200	0.6722
4sensor	1	453	0.2200	0.655100	0.6551
4sensor	1	453	0.2300	0.641100	0.6411
4sensor	1	453	0.2400	0.625500	0.6255
4sensor	1	453	0.2500	0.609900	0.6099
4sensor	1	453	0.2600	0.592700	0.5927
4sensor	1	453	0.2700	0.577400	0.5774
4sensor	1	453	0.2800	0.558200	0.5582
4sensor	1	453	0.2900	0.541900	0.5419
4sensor	1	453	0.3000	0.525800	0.5258
4sensor	1	453	0.3100	0.508600	0.5086
4sensor	1	453	0.3200	0.491200	0.4912
4sensor	1	453	0.3300	0.475800	0.4758
4sensor	1	453	0.3400	0.459800	0.4598
4sensor	1	453	0.3500	0.444700	0.4447
4sensor	1	453	0.3600	0.429900	0.4299
4sensor	1	453	0.3700	0.413300	0.4133
4sensor	1	453	0.3800	0.395200	0.3952
4sensor	1	453	0.3900	0.377100	0.3771
4sensor	1	453	0.4000	0.362000	0.3620
4sensor	1	453	0.4100	0.345500	0.3455
4sensor	1	453	0.4200	0.330400	0.3304
4sensor	1	453	0.4300	0.312400	0.3124
4sensor	1	453	0.4400	0.296100	0.2961
4sensor	1	453	0.4500	0.278000	0.2780
4sensor	1	453	0.4600	0.261700	0.2617
4sensor	1	453	0.4700	0.245400	0.2453
4sensor	1	453	0.4800	0.232000	0.2317
4sensor	1	453	0.4900	0.217500	0.2171
4sensor	1	453	0.5000	0.203200	0.2027
4sensor	1	453	0.5100	0.188200	0.1875
4sensor	1	453	0.5200	0.173800	0.1731
4sensor	1	453	0.5300	0.159200	0.1585
4sensor	1	453	0.5400	0.145400	0.1445
4sensor	1	453	0.5500	0.131100	0.1301
4sensor	1	453	0.5600	0.118600	0.1172
4sensor	1	453	0.5700	0.106000	0.1044
4sensor	1	453	0.5800	0.093600	0.0913
4sensor	1	453	0.5900	0.082000	0.0794
4sensor	1	453	0.6000	0.070900	0.0683
